test_id,test_category,difficulty,hallucination_risk,assertion_pass_rate,retrieved_memory_count,used_memory_count,retrieval_log_count,usage_log_count,graph_edge_count,verifier_log_count,elapsed_seconds,error
NOE_054,no_evidence_question,3,?,0.0,8,0,1,0,9,0,65.955,
NOE_055,no_evidence_question,3,?,0.3333333333333333,8,0,1,0,9,0,66.188,
NOE_055,no_evidence_question,3,?,0.0,8,3,1,1,19,1,94.733,
NOE_056,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,13,1,74.049,
NOE_056,no_evidence_question,3,?,0.0,8,0,1,0,9,0,72.654,
NOE_057,no_evidence_question,3,?,0.3333333333333333,8,0,1,0,9,0,65.044,
NOE_057,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,13,1,60.864,
NOE_058,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,68.334,
NOE_058,no_evidence_question,3,?,0.0,8,0,1,0,9,0,61.139,
NOE_059,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,112.37,
NOE_059,no_evidence_question,3,?,0.0,8,5,1,1,15,0,52.848,
NOE_060,no_evidence_question,3,?,0.3333333333333333,8,2,1,1,16,1,67.783,
NOE_060,no_evidence_question,3,?,0.3333333333333333,8,0,1,0,9,0,39.996,
NOE_061,no_evidence_question,3,?,0.3333333333333333,8,0,1,0,9,0,61.189,
NOE_061,no_evidence_question,3,?,0.3333333333333333,8,4,1,1,18,1,51.92,
NOE_062,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,50.529,
NOE_062,no_evidence_question,3,?,0.3333333333333333,8,2,1,1,13,0,51.287,
NOE_063,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,47.525,
NOE_063,no_evidence_question,3,?,0.0,8,3,1,1,19,1,45.43,
NOE_064,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,39.023,
NOE_064,no_evidence_question,3,?,0.0,8,8,1,1,34,1,72.457,
NOE_065,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,13,1,44.2,
NOE_065,no_evidence_question,3,?,0.0,8,2,1,1,20,1,54.292,
NOE_066,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,42.947,
NOE_066,no_evidence_question,3,?,0.0,8,0,1,0,9,0,34.774,
NOE_067,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,46.44,
NOE_067,no_evidence_question,3,?,0.0,8,5,1,1,19,0,54.032,
NOE_068,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,45.444,
NOE_068,no_evidence_question,3,?,0.0,8,3,1,1,19,1,48.626,
NOE_069,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,11,0,42.026,
NOE_069,no_evidence_question,3,?,0.3333333333333333,8,0,1,0,9,0,43.946,
NOE_070,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,13,1,38.527,
NOE_070,no_evidence_question,3,?,0.0,8,8,1,1,20,1,43.226,
NOE_071,no_evidence_question,3,?,0.0,8,1,1,1,11,0,49.14,
NOE_071,no_evidence_question,3,?,0.0,8,4,1,1,22,1,49.137,
NOE_072,no_evidence_question,3,?,0.3333333333333333,8,1,1,1,13,1,41.969,
NOE_072,no_evidence_question,3,?,0.0,8,0,1,0,9,0,37.187,
